customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
1036,Ingrid Walker,ingrid.walker1036@example.com,United States,2020-03-15,Basic,86.25
1037,Wei Allen,wei.allen1037@example.com,Brazil,2019-05-03,Standard,3652.41
1038,John Jones,john.jones1038@example.com,United States,2019-01-31,Standard,3173.01
1039,Joshua Wilson,joshua.wilson1039@example.com,Germany,2020-01-27,Standard,2748.28
1040,Mary Garcia,mary.garcia1040@example.com,Italy,2021-02-10,Premium,14334.29
1041,Daniel Thompson,daniel.thompson1041@example.com,Japan,2024-11-15,Standard,1118.93
1042,Andrew Jones,andrew.jones1042@example.com,Mexico,2018-02-27,Premium,8874.90
1043,Fatima Gonzalez,fatima.gonzalez1043@example.com,United Kingdom,2024-01-10,Basic,3.46
1044,Carlos Miller,carlos.miller1044@example.com,United Arab Emirates,2023-08-28,Basic,681.04
1045,Donald White,donald.white1045@example.com,United Kingdom,2022-12-06,Standard,2759.40
1046,Michael Lopez,michael.lopez1046@example.com,Australia,2022-10-04,Basic,171.42
1047,Joseph Clark,joseph.clark1047@example.com,India,2019-05-22,Premium,8056.72
1048,Kimberly Rodriguez,kimberly.rodriguez1048@example.com,India,2025-11-26,Standard,1295.43
1049,Carlos Williams,carlos.williams1049@example.com,Brazil,2019-04-19,Premium,7002.15
1050,Sandra Hill,sandra.hill1050@example.com,Spain,2022-12-24,Basic,180.70
1051,Anthony Jackson,anthony.jackson1051@example.com,Australia,2020-02-13,Basic,685.42
1052,Donald Singh,donald.singh1052@example.com,United States,2025-07-24,Standard,2068.26
1053,Michael Sanchez,michael.sanchez1053@example.com,Spain,2025-08-03,Standard,523.02
1054,Elizabeth Sanchez,elizabeth.sanchez1054@example.com,Mexico,2019-02-21,Standard,3017.44
1055,David Jones,david.jones1055@example.com,Germany,2021-10-19,Standard,961.00
1056,Betty Davis,betty.davis1056@example.com,Australia,2023-08-07,Standard,1258.37
1057,Fatima Costa,fatima.costa1057@example.com,France,2025-03-22,Standard,3784.26
1058,Daniel Walker,daniel.walker1058@example.com,Australia,2023-06-08,Standard,2143.38
1059,Elizabeth Costa,elizabeth.costa1059@example.com,Canada,2020-10-23,Standard,2059.50
1060,Joseph Patel,joseph.patel1060@example.com,United States,2019-02-12,Basic,590.24
1061,Robert Young,robert.young1061@example.com,United Kingdom,2022-04-17,Standard,2497.42
1062,Christopher Martinez,christopher.martinez1062@example.com,Mexico,2019-01-30,Standard,3088.65
1063,Wei Silva,wei.silva1063@example.com,Brazil,2023-03-24,Standard,967.34
1064,Wei Young,wei.young1064@example.com,France,2024-01-31,Standard,1505.74
1065,Paul Wright,paul.wright1065@example.com,Netherlands,2018-05-10,Premium,14879.25
1066,Linda Harris,linda.harris1066@example.com,Singapore,2022-03-22,Standard,1881.71
1067,John Williams,john.williams1067@example.com,Spain,2021-05-26,Standard,3561.86
1068,David Young,david.young1068@example.com,France,2022-05-13,Standard,2052.33
1069,Linda Torres,linda.torres1069@example.com,Spain,2024-03-18,Standard,2804.42
1070,Andrew Walker,andrew.walker1070@example.com,Singapore,2019-10-03,Standard,2125.40
1071,Betty Taylor,betty.taylor1071@example.com,Australia,2024-12-01,Standard,2770.65
1072,Ingrid Jackson,ingrid.jackson1072@example.com,United States,2024-08-15,Standard,371.45
1073,Lisa Thompson,lisa.thompson1073@example.com,Mexico,2018-04-21,Basic,612.16
1074,Aarav Perez,aarav.perez1074@example.com,Australia,2021-11-14,Standard,3969.39
1075,Anthony Thompson,anthony.thompson1075@example.com,Germany,2020-10-11,Premium,5050.09
1076,Karen Nguyen,karen.nguyen1076@example.com,Italy,2018-09-26,Premium,13296.22
1077,Linda Perez,linda.perez1077@example.com,Japan,2021-08-28,Standard,342.03
1078,Wei Ramirez,wei.ramirez1078@example.com,United Arab Emirates,2022-09-22,Standard,1213.15
1079,Omar Walker,omar.walker1079@example.com,India,2022-03-28,Standard,2367.34
1080,Christopher Torres,christopher.torres1080@example.com,Brazil,2019-02-14,Premium,10981.23
1081,Susan Perez,susan.perez1081@example.com,Netherlands,2025-06-26,Standard,1490.25
1082,Michelle Martin,michelle.martin1082@example.com,Australia,2020-04-06,Standard,2088.42
1083,Robert Wright,robert.wright1083@example.com,France,2018-07-14,Standard,1329.82
1084,Andrew Sanchez,andrew.sanchez1084@example.com,Mexico,2019-01-12,Basic,574.17
1085,Donna Miller,donna.miller1085@example.com,France,2018-10-03,Standard,2352.43
1086,Kimberly Walker,kimberly.walker1086@example.com,India,2018-11-11,Standard,2675.84
1087,Karen Allen,karen.allen1087@example.com,Australia,2025-06-10,Basic,431.96
1088,Richard Clark,richard.clark1088@example.com,Mexico,2023-10-12,Standard,1922.27
1089,Hans Scott,hans.scott1089@example.com,United States,2025-01-15,Standard,2872.66
1090,Barbara Torres,barbara.torres1090@example.com,Spain,2023-03-30,Standard,1218.16
1091,Aarav Wright,aarav.wright1091@example.com,Singapore,2022-11-12,Basic,747.71
1092,Carlos Patel,carlos.patel1092@example.com,Germany,2022-02-01,Premium,8012.33
1093,Jessica Martinez,jessica.martinez1093@example.com,Netherlands,2021-05-14,Basic,675.30
1094,Anthony Lee,anthony.lee1094@example.com,United Arab Emirates,2018-09-21,Basic,507.14
1095,Anthony Moore,anthony.moore1095@example.com,Spain,2019-10-20,Basic,205.16
1096,Joshua Thomas,joshua.thomas1096@example.com,Canada,2019-09-07,Standard,929.28
1097,Jessica Martin,jessica.martin1097@example.com,Japan,2022-11-22,Standard,1803.67
1098,John Gonzalez,john.gonzalez1098@example.com,United Kingdom,2018-04-30,Standard,1181.91
1099,Sarah Chen,sarah.chen1099@example.com,Spain,2018-06-22,Standard,3862.39
1100,Ashley Johnson,ashley.johnson1100@example.com,United Arab Emirates,2018-12-10,Premium,6080.76
1101,Karen Jones,karen.jones1101@example.com,Australia,2022-01-28,Basic,537.34
1102,Jennifer Sanchez,jennifer.sanchez1102@example.com,Italy,2019-07-30,Basic,188.83
1103,Andrew Mueller,andrew.mueller1103@example.com,Canada,2023-11-08,Standard,2724.03
1104,Donna Costa,donna.costa1104@example.com,France,2023-07-27,Basic,707.65
1105,Jessica Hill,jessica.hill1105@example.com,Netherlands,2021-07-07,Premium,6280.72
1106,Donna Mueller,donna.mueller1106@example.com,Italy,2020-08-24,Standard,3754.90
1107,Susan Martinez,susan.martinez1107@example.com,Germany,2021-01-29,Premium,7713.18
1108,Thomas Nguyen,thomas.nguyen1108@example.com,Japan,2022-03-15,Premium,11095.03
1109,Linda Lee,linda.lee1109@example.com,Brazil,2025-08-28,Standard,1136.12
1110,Sarah Martinez,sarah.martinez1110@example.com,Italy,2022-02-15,Standard,3321.19
1111,Mary Kim,mary.kim1111@example.com,Mexico,2018-05-23,Basic,673.18
1112,Wei Brown,wei.brown1112@example.com,Netherlands,2025-07-13,Standard,1110.77
1113,Emily Harris,emily.harris1113@example.com,Italy,2022-01-26,Standard,3632.00
1114,Yuki Davis,yuki.davis1114@example.com,Germany,2022-12-18,Standard,1676.19
1115,Betty Taylor,betty.taylor1115@example.com,United Arab Emirates,2020-08-22,Standard,1330.21
1116,David Lewis,david.lewis1116@example.com,United Arab Emirates,2025-03-24,Standard,1743.90
1117,John Moore,john.moore1117@example.com,Singapore,2023-07-07,Basic,376.87
1118,Anthony Perez,anthony.perez1118@example.com,United Arab Emirates,2019-02-16,Basic,659.52
1119,Omar Taylor,omar.taylor1119@example.com,India,2022-09-20,Standard,2488.04
1120,Emily Mueller,emily.mueller1120@example.com,Italy,2018-04-23,Standard,3095.51
1121,Ananya Kim,ananya.kim1121@example.com,Brazil,2025-03-10,Standard,717.15
1122,Betty Gonzalez,betty.gonzalez1122@example.com,India,2024-06-16,Standard,512.48
1123,David Thomas,david.thomas1123@example.com,Netherlands,2025-04-13,Standard,3100.02
1124,Joshua Singh,joshua.singh1124@example.com,India,2023-01-24,Standard,2017.79
1125,Sofia Rodriguez,sofia.rodriguez1125@example.com,Spain,2024-08-26,Standard,3341.72
1126,Charles Gonzalez,charles.gonzalez1126@example.com,India,2020-01-16,Premium,7115.42
1127,Matthew Torres,matthew.torres1127@example.com,United States,2024-04-06,Standard,2659.01
1128,Aarav Anderson,aarav.anderson1128@example.com,Brazil,2020-03-23,Basic,209.43
1129,David Brown,david.brown1129@example.com,Australia,2024-09-25,Standard,1188.60
1130,Jennifer White,jennifer.white1130@example.com,Mexico,2019-04-26,Standard,253.64
1131,Kimberly Ramirez,kimberly.ramirez1131@example.com,United Arab Emirates,2023-02-02,Basic,661.81
1132,Ashley Davis,ashley.davis1132@example.com,Germany,2020-02-20,Standard,3795.00
1133,Sarah Jackson,sarah.jackson1133@example.com,Australia,2019-06-18,Basic,345.05
1134,Susan Hill,susan.hill1134@example.com,Singapore,2021-03-05,Standard,2961.49
1135,Richard Clark,richard.clark1135@example.com,Netherlands,2019-08-21,Standard,309.34
1136,Thomas Thomas,thomas.thomas1136@example.com,United Arab Emirates,2020-10-14,Standard,1604.62
1137,Yuki Kim,yuki.kim1137@example.com,United States,2023-04-05,Standard,706.18
1138,Christopher Khan,christopher.khan1138@example.com,Germany,2025-12-31,Standard,1657.28
1139,Margaret Mueller,margaret.mueller1139@example.com,Canada,2019-01-26,Standard,2316.60
1140,Patricia Perez,patricia.perez1140@example.com,Brazil,2021-12-22,Basic,797.39
1141,Wei Hill,wei.hill1141@example.com,Netherlands,2018-07-06,Basic,4.29
1142,Steven Flores,steven.flores1142@example.com,Australia,2025-07-12,Standard,1609.42
1143,Emily Williams,emily.williams1143@example.com,France,2019-11-27,Standard,2114.24
1144,Nancy Robinson,nancy.robinson1144@example.com,India,2025-12-19,Premium,8895.51
1145,Elizabeth Taylor,elizabeth.taylor1145@example.com,United States,2019-06-08,Premium,8489.74
1146,Sarah Mueller,sarah.mueller1146@example.com,Australia,2021-03-04,Standard,3630.61
1147,Thomas Flores,thomas.flores1147@example.com,United Arab Emirates,2020-12-16,Basic,413.58
1148,Margaret Hernandez,margaret.hernandez1148@example.com,Brazil,2019-09-12,Standard,2311.56
1149,Wei Patel,wei.patel1149@example.com,United States,2020-02-13,Basic,118.90
1150,Joseph Lopez,joseph.lopez1150@example.com,France,2019-11-01,Premium,11177.52
1151,Margaret Davis,margaret.davis1151@example.com,United Arab Emirates,2023-07-21,Basic,32.63
1152,Daniel Ali,daniel.ali1152@example.com,Brazil,2023-07-13,Standard,627.47
1153,Carlos Martinez,carlos.martinez1153@example.com,Canada,2020-04-14,Premium,13286.25
1154,Barbara Hernandez,barbara.hernandez1154@example.com,Singapore,2021-01-22,Basic,450.60
1155,Wei Nguyen,wei.nguyen1155@example.com,United States,2023-11-25,Standard,3114.02
1156,Barbara Clark,barbara.clark1156@example.com,Germany,2023-08-03,Basic,541.53
1157,Nancy Johnson,nancy.johnson1157@example.com,Spain,2019-05-15,Standard,1697.85
1158,Donna Miller,donna.miller1158@example.com,United Kingdom,2018-04-29,Basic,64.85
1159,Fatima Chen,fatima.chen1159@example.com,Spain,2021-01-08,Standard,2457.98
1160,James Perez,james.perez1160@example.com,Spain,2024-12-24,Basic,760.72
1161,Christopher Rossi,christopher.rossi1161@example.com,United Arab Emirates,2024-05-20,Basic,103.46
1162,Patricia Kim,patricia.kim1162@example.com,Netherlands,2018-08-16,Standard,3026.44
1163,Emily Hill,emily.hill1163@example.com,Australia,2020-11-11,Standard,876.44
1164,Ingrid Sanchez,ingrid.sanchez1164@example.com,Singapore,2020-05-02,Premium,4118.23
1165,Ingrid Sanchez,ingrid.sanchez1165@example.com,Netherlands,2025-05-03,Standard,785.71
1166,Karen Young,karen.young1166@example.com,Italy,2021-06-24,Basic,722.99
1167,Joshua Rodriguez,joshua.rodriguez1167@example.com,Canada,2022-02-14,Standard,2148.08
1168,Ashley Lewis,ashley.lewis1168@example.com,Brazil,2021-01-04,Basic,450.45
1169,Margaret Garcia,margaret.garcia1169@example.com,Netherlands,2022-02-17,Basic,491.09
1170,Margaret Patel,margaret.patel1170@example.com,United States,2023-10-04,Standard,1498.63
1171,Sandra Singh,sandra.singh1171@example.com,Spain,2019-09-28,Standard,3736.54
1172,Kimberly Patel,kimberly.patel1172@example.com,Canada,2021-04-05,Standard,1979.23
1173,Jennifer Walker,jennifer.walker1173@example.com,United Kingdom,2025-09-03,Standard,3631.03
1174,Jessica King,jessica.king1174@example.com,Mexico,2018-07-15,Standard,2293.78
1175,John Allen,john.allen1175@example.com,Australia,2022-08-19,Premium,3228.30
1176,Wei Rossi,wei.rossi1176@example.com,France,2021-12-26,Standard,1168.47
1177,Jennifer Costa,jennifer.costa1177@example.com,Canada,2025-06-02,Standard,1958.94
1178,Barbara Sanchez,barbara.sanchez1178@example.com,Australia,2025-11-25,Premium,5869.42
1179,Donna Rossi,donna.rossi1179@example.com,Spain,2023-01-17,Standard,2570.48
1180,Thomas Perez,thomas.perez1180@example.com,Singapore,2020-02-06,Basic,168.85
1181,Jennifer Mueller,jennifer.mueller1181@example.com,France,2025-07-21,Basic,85.06
1182,Paul Johnson,paul.johnson1182@example.com,Canada,2018-02-24,Premium,4232.56
1183,Donald Robinson,donald.robinson1183@example.com,Singapore,2025-05-18,Standard,3870.05
1184,Joshua Rossi,joshua.rossi1184@example.com,Mexico,2024-12-01,Standard,1570.77
1185,Yuki Khan,yuki.khan1185@example.com,Netherlands,2021-05-24,Standard,533.01
1186,William Smith,william.smith1186@example.com,Singapore,2018-03-07,Standard,2844.92
1187,Richard Johnson,richard.johnson1187@example.com,Spain,2019-08-18,Standard,2669.01
1188,Margaret Patel,margaret.patel1188@example.com,Japan,2020-02-21,Basic,68.87
1189,Ingrid Robinson,ingrid.robinson1189@example.com,Australia,2018-03-31,Premium,3513.96
1190,Elizabeth Mueller,elizabeth.mueller1190@example.com,Brazil,2023-04-16,Basic,15.70
1191,Mark Nguyen,mark.nguyen1191@example.com,France,2024-05-21,Standard,3351.91
1192,Betty Brown,betty.brown1192@example.com,Canada,2025-01-26,Standard,3420.99
1193,Margaret Clark,margaret.clark1193@example.com,Italy,2024-06-28,Basic,476.67
1194,Emily Jackson,emily.jackson1194@example.com,Australia,2023-06-15,Premium,8673.62
1195,Carlos Flores,carlos.flores1195@example.com,United Arab Emirates,2023-06-22,Basic,185.52
1196,Patricia King,patricia.king1196@example.com,Mexico,2021-07-17,Premium,9192.32
1197,Sarah Kim,sarah.kim1197@example.com,Brazil,2019-04-24,Standard,2080.20
1198,Ananya Thompson,ananya.thompson1198@example.com,Australia,2018-03-27,Standard,813.07
1199,Carlos Gonzalez,carlos.gonzalez1199@example.com,Brazil,2020-08-08,Standard,2129.02
1200,Donna Singh,donna.singh1200@example.com,Mexico,2025-05-14,Standard,1980.18
1201,Charles Rossi,charles.rossi1201@example.com,Australia,2025-07-20,Basic,522.00
1202,Lisa Walker,lisa.walker1202@example.com,Singapore,2019-10-26,Basic,497.47
1203,Charles Khan,charles.khan1203@example.com,Spain,2023-06-01,Basic,103.28
1204,Richard Hernandez,richard.hernandez1204@example.com,Canada,2022-08-31,Standard,3783.61
1205,Ashley Martin,ashley.martin1205@example.com,Japan,2018-07-12,Standard,3997.19
1206,Daniel Taylor,daniel.taylor1206@example.com,United Kingdom,2019-12-17,Standard,3346.21
1207,Steven Williams,steven.williams1207@example.com,India,2022-10-30,Basic,91.18
1208,Joseph Davis,joseph.davis1208@example.com,Brazil,2020-11-22,Standard,3975.92
1209,Daniel Costa,daniel.costa1209@example.com,United Arab Emirates,2024-03-31,Premium,5477.39
1210,Elizabeth Khan,elizabeth.khan1210@example.com,Mexico,2025-07-05,Basic,83.31
1211,Patricia Lewis,patricia.lewis1211@example.com,Singapore,2019-03-31,Basic,779.73
1212,Michelle Flores,michelle.flores1212@example.com,Canada,2024-04-22,Basic,33.58
1213,Michael Hernandez,michael.hernandez1213@example.com,Singapore,2020-04-21,Standard,3661.75
1214,David Rossi,david.rossi1214@example.com,Brazil,2023-09-04,Standard,2093.89
1215,Michael Martinez,michael.martinez1215@example.com,India,2019-07-19,Standard,667.34
1216,Richard Lewis,richard.lewis1216@example.com,Netherlands,2018-01-27,Basic,196.25
1217,Donald Perez,donald.perez1217@example.com,United Kingdom,2018-12-16,Standard,1210.86
1218,Fatima Silva,fatima.silva1218@example.com,Spain,2025-06-16,Standard,1132.71
1219,Hans Silva,hans.silva1219@example.com,Netherlands,2020-07-23,Standard,724.38
1220,Margaret Clark,margaret.clark1220@example.com,United Arab Emirates,2023-02-23,Basic,761.47
1221,Kimberly Singh,kimberly.singh1221@example.com,United States,2022-12-18,Standard,753.22
1222,James Ali,james.ali1222@example.com,Canada,2018-12-14,Basic,270.64
1223,Betty Costa,betty.costa1223@example.com,United States,2022-05-30,Standard,3084.93
1224,Wei Kim,wei.kim1224@example.com,Mexico,2018-08-25,Standard,3915.39
1225,Fatima Chen,fatima.chen1225@example.com,France,2022-09-14,Basic,321.60
1226,Yuki Khan,yuki.khan1226@example.com,France,2021-07-08,Standard,3655.08
1227,James Moore,james.moore1227@example.com,Mexico,2019-08-25,Basic,560.24
1228,Mark Kim,mark.kim1228@example.com,Japan,2025-01-01,Standard,3195.70
1229,Ananya Lewis,ananya.lewis1229@example.com,United Arab Emirates,2025-04-11,Standard,1737.12
1230,Richard Martin,richard.martin1230@example.com,Japan,2021-10-02,Premium,7069.92
1231,Carlos Mueller,carlos.mueller1231@example.com,Japan,2024-01-25,Basic,227.14
1232,Jennifer Allen,jennifer.allen1232@example.com,Japan,2021-10-27,Standard,3076.78
1233,David Johnson,david.johnson1233@example.com,Netherlands,2024-01-21,Premium,9702.55
1234,Jessica Costa,jessica.costa1234@example.com,Australia,2023-09-01,Standard,619.68
1235,Patricia White,patricia.white1235@example.com,Japan,2021-12-22,Standard,670.49
1236,Hans Kim,hans.kim1236@example.com,Brazil,2021-05-05,Basic,457.95
1237,James Robinson,james.robinson1237@example.com,Germany,2024-07-10,Standard,2349.27
1238,Aarav Chen,aarav.chen1238@example.com,Mexico,2020-08-15,Standard,1531.28
1239,Charles Chen,charles.chen1239@example.com,Italy,2024-06-04,Basic,537.95
1240,Fatima Harris,fatima.harris1240@example.com,Germany,2019-03-08,Standard,1445.82
1241,Donna Gonzalez,donna.gonzalez1241@example.com,India,2023-02-04,Basic,78.39
1242,Fatima Ramirez,fatima.ramirez1242@example.com,Canada,2019-01-13,Basic,49.75
1243,William Walker,william.walker1243@example.com,Canada,2022-02-21,Standard,2771.93
1244,Betty Nguyen,betty.nguyen1244@example.com,Netherlands,2022-06-06,Standard,3513.66
1245,Donna Young,donna.young1245@example.com,Brazil,2025-09-23,Standard,3737.94
1246,Ashley Rossi,ashley.rossi1246@example.com,Singapore,2019-10-30,Basic,115.48
1247,William Young,william.young1247@example.com,United Kingdom,2025-11-25,Basic,410.55
1248,Kimberly Davis,kimberly.davis1248@example.com,Brazil,2023-04-23,Standard,323.91
1249,David Scott,david.scott1249@example.com,Canada,2024-09-30,Standard,3438.81
1250,Linda Davis,linda.davis1250@example.com,France,2018-06-14,Standard,2186.55
1251,Linda White,linda.white1251@example.com,India,2021-05-27,Standard,1317.13
1252,Mary Martinez,mary.martinez1252@example.com,Mexico,2022-09-24,Premium,2632.46
1253,Karen Jackson,karen.jackson1253@example.com,Singapore,2023-06-26,Standard,207.93
1254,Emily Thompson,emily.thompson1254@example.com,United States,2022-09-07,Premium,8255.29
1255,Karen Torres,karen.torres1255@example.com,India,2022-03-26,Standard,2005.86
1256,Carlos Hill,carlos.hill1256@example.com,United Kingdom,2023-08-30,Premium,10273.98
1257,Hans Lewis,hans.lewis1257@example.com,United Kingdom,2021-08-25,Standard,539.40
1258,Michelle Chen,michelle.chen1258@example.com,Australia,2020-08-11,Standard,3620.93
1259,Nancy Wright,nancy.wright1259@example.com,Spain,2022-12-20,Premium,11566.87
1260,Ananya Garcia,ananya.garcia1260@example.com,Italy,2018-04-12,Basic,457.60
1261,Ingrid Ali,ingrid.ali1261@example.com,Spain,2019-05-23,Standard,2646.87
1262,Jennifer Gonzalez,jennifer.gonzalez1262@example.com,Japan,2024-06-20,Basic,606.09
1263,Andrew King,andrew.king1263@example.com,Brazil,2023-08-21,Standard,3608.08
1264,Linda Chen,linda.chen1264@example.com,United Kingdom,2018-03-19,Basic,219.97
1265,Susan Thomas,susan.thomas1265@example.com,Singapore,2024-07-01,Basic,355.38
1266,Paul Hill,paul.hill1266@example.com,Mexico,2018-07-04,Standard,2067.60
1267,Mary Perez,mary.perez1267@example.com,Australia,2018-04-09,Standard,3466.66
1268,Christopher Harris,christopher.harris1268@example.com,Canada,2019-02-11,Standard,2258.76
1269,Charles Martinez,charles.martinez1269@example.com,Netherlands,2019-01-03,Standard,786.06
1270,Anthony Singh,anthony.singh1270@example.com,Mexico,2021-08-25,Standard,889.54
1271,Fatima Brown,fatima.brown1271@example.com,Canada,2021-08-03,Standard,741.35
1272,Christopher Taylor,christopher.taylor1272@example.com,Singapore,2019-05-11,Standard,397.14
1273,Jessica Silva,jessica.silva1273@example.com,Germany,2023-07-13,Standard,2132.76
1274,Steven Harris,steven.harris1274@example.com,France,2018-09-06,Basic,254.67
1275,Emily Clark,emily.clark1275@example.com,United States,2022-07-28,Premium,10236.04
1276,Mary Moore,mary.moore1276@example.com,Mexico,2025-07-28,Standard,585.74
1277,Hans Scott,hans.scott1277@example.com,United Kingdom,2021-06-01,Standard,2359.33
1278,Mark Garcia,mark.garcia1278@example.com,Japan,2020-04-13,Basic,626.31
1279,Elizabeth White,elizabeth.white1279@example.com,United Kingdom,2020-10-01,Standard,2242.64
1280,Margaret Scott,margaret.scott1280@example.com,United States,2023-03-19,Standard,3852.23
1281,Michelle Jackson,michelle.jackson1281@example.com,United Kingdom,2018-01-03,Standard,428.67
1282,Donald Moore,donald.moore1282@example.com,Singapore,2025-08-17,Standard,1644.58
1283,Daniel Patel,daniel.patel1283@example.com,Singapore,2023-09-22,Standard,1268.98
1284,David Mueller,david.mueller1284@example.com,Canada,2021-05-16,Standard,540.92
1285,Omar Davis,omar.davis1285@example.com,Italy,2024-03-29,Basic,799.06
1286,Margaret Wilson,margaret.wilson1286@example.com,Netherlands,2021-07-27,Standard,3558.94
1287,Nancy Patel,nancy.patel1287@example.com,Netherlands,2025-12-08,Standard,1920.33
1288,Jessica Chen,jessica.chen1288@example.com,India,2020-05-12,Basic,367.84
1289,Joshua Perez,,Italy,2019-07-02,Premium,10403.76
1290,James Hill,james.hill1290@example.com,United Arab Emirates,2018-02-09,Standard,2756.28
1291,Anthony Scott,anthony.scott1291@example.com,Italy,2023-06-26,Basic,609.97
1292,Paul Garcia,paul.garcia1292@example.com,Spain,2025-04-21,Basic,62.02
1293,Mary Chen,mary.chen1293@example.com,Canada,2021-12-16,Standard,3893.75
1294,Matthew Hill,matthew.hill1294@example.com,United Kingdom,2025-10-26,Standard,3938.42
1295,Linda Robinson,linda.robinson1295@example.com,Germany,2022-12-26,Standard,235.58
1296,Sofia Johnson,sofia.johnson1296@example.com,Spain,2025-12-14,Basic,286.26
1297,Jennifer Flores,jennifer.flores1297@example.com,Netherlands,2020-06-24,Standard,1090.18
1298,Ashley White,ashley.white1298@example.com,Brazil,2025-11-23,Premium,11190.58
1299,Susan Smith,susan.smith1299@example.com,Singapore,2025-02-28,Standard,1705.13
1300,Sarah Torres,sarah.torres1300@example.com,United Kingdom,2024-03-10,Standard,936.33
1301,Sofia Torres,sofia.torres1301@example.com,Mexico,2024-05-03,Standard,867.01
1302,Donna Rodriguez,donna.rodriguez1302@example.com,United Kingdom,2020-11-29,Basic,746.85
1303,Joseph King,joseph.king1303@example.com,France,2020-02-25,Basic,678.13
1304,Mary Khan,mary.khan1304@example.com,Mexico,2020-11-01,Standard,2786.59
1305,Sandra Smith,sandra.smith1305@example.com,Spain,2025-07-20,Basic,754.46
1306,Patricia Lee,patricia.lee1306@example.com,Australia,2021-01-27,Standard,662.53
1307,Kimberly Robinson,kimberly.robinson1307@example.com,Japan,2018-06-28,Standard,3558.45
1308,Joseph Brown,joseph.brown1308@example.com,Australia,2023-12-21,Standard,1905.67
1309,James Sanchez,james.sanchez1309@example.com,Canada,2024-05-31,Standard,3269.16
1310,Sofia Anderson,sofia.anderson1310@example.com,Australia,2018-11-01,Basic,733.60
1311,Richard Hernandez,richard.hernandez1311@example.com,Canada,2025-01-08,Standard,2576.12
1312,Mary Walker,mary.walker1312@example.com,United States,2024-08-24,Standard,3229.44
1313,Nancy Taylor,nancy.taylor1313@example.com,Brazil,2020-09-03,Standard,3843.45
1314,Patricia Perez,patricia.perez1314@example.com,Germany,2018-10-26,Standard,3147.85
1315,Michelle Lewis,michelle.lewis1315@example.com,Spain,2023-01-03,Basic,463.15
1316,Jennifer Brown,jennifer.brown1316@example.com,Australia,2021-07-07,Basic,712.07
1317,Omar Jones,omar.jones1317@example.com,United States,2022-12-16,Basic,43.83
1318,Michelle Patel,michelle.patel1318@example.com,Canada,2025-08-07,Standard,412.00
1319,Patricia Jackson,patricia.jackson1319@example.com,Australia,2019-01-28,Basic,493.84
1320,Anthony Anderson,anthony.anderson1320@example.com,Netherlands,2025-05-26,Basic,499.21
1321,Sandra Harris,sandra.harris1321@example.com,Australia,2024-12-15,Standard,2553.08
1322,Nancy Kim,nancy.kim1322@example.com,Netherlands,2018-04-17,Basic,363.26
1323,Nancy Nguyen,nancy.nguyen1323@example.com,Canada,2018-02-20,Standard,2461.67
1324,Robert Nguyen,robert.nguyen1324@example.com,Germany,2024-06-05,Basic,100.79
1325,Steven Taylor,steven.taylor1325@example.com,Brazil,2024-12-18,Standard,1889.57
1326,Jessica Rodriguez,jessica.rodriguez1326@example.com,United States,2019-06-07,Basic,249.33
1327,Margaret Allen,margaret.allen1327@example.com,Netherlands,2022-01-05,Basic,248.95
1328,Paul Costa,paul.costa1328@example.com,Brazil,2021-06-18,Premium,9843.28
1329,Charles White,charles.white1329@example.com,Japan,2024-07-30,Basic,526.14
1330,Elizabeth Brown,elizabeth.brown1330@example.com,Singapore,2024-04-10,Standard,3463.07
1331,Margaret Thompson,margaret.thompson1331@example.com,Germany,2025-03-08,Standard,3652.30
1332,Robert Perez,robert.perez1332@example.com,Brazil,2025-10-16,Standard,2829.00
1333,Sandra Hill,sandra.hill1333@example.com,Singapore,2024-06-27,Standard,2351.17
1334,Nancy Flores,nancy.flores1334@example.com,India,2019-10-27,Standard,598.42
1335,John Young,john.young1335@example.com,United States,2025-03-01,Standard,1047.50
1336,Joseph Robinson,joseph.robinson1336@example.com,Germany,2023-05-24,Standard,2991.43
1337,Nancy Mueller,nancy.mueller1337@example.com,Australia,2020-01-25,Standard,3339.12
1338,James White,james.white1338@example.com,India,2018-05-03,Premium,9210.99
1339,Elizabeth Jackson,elizabeth.jackson1339@example.com,Spain,2024-07-26,Standard,3668.29
1340,Lisa Williams,lisa.williams1340@example.com,Germany,2020-03-21,Basic,227.28
1341,Joseph Taylor,joseph.taylor1341@example.com,India,2024-03-21,Basic,196.77
1342,Richard Johnson,richard.johnson1342@example.com,France,2019-02-19,Standard,279.78
1343,Yuki Rodriguez,yuki.rodriguez1343@example.com,Netherlands,2019-03-31,Standard,1485.86
1344,Susan Martin,susan.martin1344@example.com,India,2022-03-06,Standard,2711.45
1345,Kimberly Flores,kimberly.flores1345@example.com,United Arab Emirates,2025-12-22,Basic,52.30
1346,Elizabeth Rodriguez,elizabeth.rodriguez1346@example.com,Germany,2023-12-22,Basic,302.56
1347,Lisa Lee,lisa.lee1347@example.com,Spain,2020-09-28,Standard,3699.85
1348,Hans Flores,hans.flores1348@example.com,Singapore,2024-01-03,Standard,1317.89
1349,Elizabeth Lee,elizabeth.lee1349@example.com,Spain,2021-02-21,Standard,3516.84
1350,Steven Nguyen,steven.nguyen1350@example.com,Germany,2018-11-30,Basic,627.73
